Ticker,Rating Date,Fiscal Year,RTG_SP_LT_LC_ISSUER_CREDIT,COUNTRY,GICS_INDUSTRY_NAME,BS_TOT_ASSET,SALES_REV_TURN,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_COM_EQY,GROSS_MARGIN,ADJ_SG&A_TO_SALES,EBITDA_MARGIN,EBIT_MARGIN,OPER_INC_TO_NET_SALES,PROF_MARGIN,NORMALIZED_PROFIT_MARGIN,FREE_CASH_FLOW_MARGIN,ASSET_TURNOVER,NET_FIX_ASSET_TURN,ACCT_RCV_TURN,INVENT_TURN,CUR_RATIO,QUICK_RATIO,CASH_RATIO,ACCT_RCV_DAYS,INVENT_DAYS,ACCOUNTS_PAYABLE_TURNOVER_DAYS,CASH_CONVERSION_CYCLE,TOT_DEBT_TO_TOT_EQY,TOT_DEBT_TO_TOT_CAP,LT_DEBT_TO_COM_EQY,LT_DEBT_TO_TOT_CAP,NON_CUR_LIAB_TO_TOT_ASSET,EBIT_TO_INT_EXP,EBITDA_TO_TOT_INT_EXP,EBITDA_LES_CAP_EXPEND_TO_INT_EXPP,TOT_DEBT_TO_EBITDA,NET_DEBT_TO_EBITDA
JHG US Equity,31/12/2013,-4FY,NA,GB,Capital Markets,2426.09,904.13,263.20,-71.82,-136.92,8.90,13.07,15.51,NA,NA,30.30,NA,18.57,21.65,18.17,28.63,0.41,33.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.80,15.11,17.89,15.11,NA,NA,14.12,NA,0.85,-0.39
JI IN Equity,31/12/2013,-4FY,NA,IN,Machinery,78207.84,49168.80,-1196.85,-3602.98,3825.59,0.04,2.34,0.16,NA,NA,14.75,11.30,11.30,0.06,-0.13,-8.54,0.64,2.05,2.33,1.75,1.15,0.54,0.06,156.85,208.01,160.52,204.34,176.71,63.86,66.10,23.89,20.84,1.52,1.98,1.16,5.28,4.96
JPJ LN Equity,31/12/2013,-4FY,NA,GB,"Hotels, Restaurants & Leisure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JBL US Equity,31/12/2013,-4FY,BBB-,US,"Electronic Equipment, Instrume",9153.78,17249.49,1213.89,-1374.46,-45.31,4.38,12.14,16.73,7.03,NA,5.05,2.62,2.62,2.15,2.02,2.77,2.03,8.44,15.04,7.31,1.20,0.45,0.21,24.27,49.93,71.04,3.16,80.91,44.72,72.39,39.67,21.13,3.74,7.19,1.10,2.19,1.03
JCOM US Equity,31/12/2013,-4FY,NA,US,Internet Software & Services,1153.79,520.80,193.32,-167.40,-36.81,10.01,NA,16.20,83.32,41.24,41.32,33.68,33.68,20.65,21.15,33.54,0.48,20.50,9.96,NA,3.39,3.18,2.60,36.63,NA,NA,NA,34.78,25.80,34.78,25.80,28.82,NA,NA,NA,1.14,-0.25
JCP US Equity,31/12/2013,-4FY,CCC+,US,Multiline Retail,11801.00,11859.00,-1814.00,-789.00,3188.00,-12.86,NA,-44.36,29.45,NA,-6.91,-11.97,-11.97,-11.70,-9.93,-23.32,1.10,2.16,NA,3.17,1.70,0.53,0.53,NA,114.76,42.85,NA,179.43,64.21,156.75,56.10,49.72,NA,NA,NA,NA,NA
8385 JP Equity,31/12/2013,-4FY,A,JN,Banks,6004711.00,103068.00,-21401.00,-133740.00,236784.00,0.31,2.82,4.29,NA,NA,NA,NA,31.62,19.26,19.97,-26.19,0.02,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.10,35.94,10.16,6.26,NA,NA,NA,NA,NA,NA
ITV LN Equity,31/12/2013,-4FY,BBB-,GB,Media,2594.00,2389.00,467.00,14.00,-653.00,12.08,25.69,38.93,NA,NA,26.62,22.85,22.85,13.65,15.67,15.32,0.89,11.51,8.18,NA,1.47,0.95,0.60,44.61,NA,NA,NA,42.74,29.94,37.06,25.06,32.31,18.83,21.93,18.45,0.60,-0.22
ITT US Equity,31/12/2013,-4FY,NA,US,Machinery,3740.20,2496.90,210.30,-188.80,-58.70,13.71,50.22,51.31,32.03,NA,10.83,7.35,7.35,19.56,7.69,3.50,0.70,6.25,5.89,5.47,2.00,1.29,0.74,61.92,66.68,72.59,56.01,1.66,1.63,1.52,1.48,45.47,29.14,42.94,23.43,0.07,-2.22
ITRI US Equity,31/12/2013,-4FY,BB,US,"Electronic Equipment, Instrume",1882.51,1948.73,105.42,-56.77,-60.26,-7.39,-10.28,-15.89,31.54,NA,-1.86,-6.94,-6.94,-7.53,-0.49,2.33,0.98,7.76,5.32,7.66,1.76,1.06,0.27,68.56,47.63,58.18,58.00,43.39,30.26,41.22,28.16,29.46,-12.65,-3.40,-9.02,NA,NA
8001 JP Equity,31/12/2013,-4FY,A-,JN,Trading Companies & Distributo,7198501.00,4699466.00,236517.00,-203811.00,2978.00,3.78,6.43,16.79,20.13,NA,7.41,5.53,5.53,5.51,5.50,2.25,0.69,6.57,2.52,6.06,1.42,1.05,0.23,144.99,60.27,144.47,60.79,136.83,57.78,135.41,47.36,35.89,10.47,14.03,8.77,8.15,6.49
ITUB4 BZ Equity,31/12/2013,-4FY,BBB,BZ,Banks,1027297.00,123673.00,59727.00,-71161.00,21449.00,1.66,3.15,20.64,NA,NA,NA,NA,16.38,21.24,21.24,74.00,0.12,20.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.07,84.25,146.95,22.87,NA,NA,NA,NA,NA,NA
ITAUCORP CI Equity,31/12/2013,-4FY,BBB,CL,Banks,17490047.00,1280140.00,603016.00,218224.00,-226784.00,1.00,3.39,13.18,NA,NA,NA,NA,18.01,21.22,18.47,77.82,0.08,15.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.73,70.21,170.21,41.67,NA,NA,NA,NA,NA,NA
STAR US Equity,31/12/2013,-4FY,B+,US,Equity Real Estate Investment,5642.01,390.79,-180.47,893.45,-455.76,-1.90,-1.94,-26.13,NA,NA,31.58,13.28,13.28,-28.65,-34.00,-100.37,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.68,76.00,419.49,38.19,NA,0.19,0.46,-0.33,33.69,29.53
ISS DC Equity,31/12/2013,-4FY,BB,DE,Commercial Services & Supplies,48576.00,78459.00,2116.00,1331.00,-3698.00,-0.78,-9.25,-8.55,91.14,NA,6.38,5.37,5.37,-0.51,0.54,1.55,1.53,43.56,7.22,22.38,0.84,0.65,0.16,50.55,16.31,186.68,-119.82,613.85,85.99,481.96,67.36,47.99,2.19,2.60,2.13,5.21,4.56
DSCT IT Equity,31/12/2013,-4FY,BBB-,IS,Banks,200507.00,10341.00,1288.00,992.00,-780.00,0.44,2.78,7.26,NA,NA,NA,NA,11.32,11.25,11.25,11.48,0.05,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.69,60.89,95.35,36.38,NA,NA,NA,NA,NA,NA
SALAMA UH Equity,31/12/2013,-4FY,BBB+,UA,Insurance,4304.21,208.15,-125.55,-92.53,14.60,-1.53,-4.28,-5.96,NA,NA,5.23,NA,-6.41,-33.72,-36.93,-73.97,0.05,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.51,11.90,0.00,0.00,NA,NA,0.71,NA,15.22,-31.78
ISA CB Equity,31/12/2013,-4FY,BBB-,CO,Electric Utilities,25770989.00,4303075.00,1223979.00,-1057380.00,97356.00,1.04,7.02,4.35,NA,NA,66.16,46.54,46.54,6.34,2.28,22.74,0.16,1.44,1.87,NA,1.73,1.65,0.59,196.20,NA,NA,NA,91.33,47.73,131.62,40.88,49.14,2.70,3.84,3.51,3.30,2.71
ISCTR TI Equity,31/12/2013,-4FY,BB+,TU,Banks,241619.14,22451.51,10433.87,-24152.65,18178.15,1.46,4.29,14.47,NA,NA,NA,NA,19.69,21.18,21.54,64.15,0.10,10.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.74,72.88,109.53,26.11,NA,NA,NA,NA,NA,NA
IRSA AR Equity,31/12/2013,-4FY,B-,AR,Real Estate Management & Devel,8326.53,2601.52,863.37,-45.89,-279.75,3.14,4.77,8.85,NA,NA,55.08,46.62,46.62,9.18,9.18,32.67,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.03,54.13,106.45,42.82,NA,1.56,1.84,1.83,2.58,2.02
IRCP AR Equity,31/12/2013,-4FY,B-,AR,Real Estate Management & Devel,3054.80,1693.32,654.71,-447.16,-86.86,11.88,17.91,39.47,NA,NA,53.57,45.91,45.91,19.49,19.49,38.20,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.81,54.09,98.34,37.92,NA,3.14,3.67,3.64,1.31,1.07
IRPC TB Equity,31/12/2013,-4FY,BB+,TH,"Oil, Gas & Consumable Fuels",162607.68,292592.52,15251.49,-13108.16,-3543.14,0.54,2.13,1.09,1.67,NA,2.74,1.06,1.06,0.28,-0.11,0.07,1.91,3.67,16.76,8.71,1.29,0.52,0.10,21.77,41.90,32.50,31.17,59.96,37.49,47.89,29.91,23.09,1.76,4.56,-3.99,5.64,5.01
IRM US Equity,31/12/2013,-4FY,BB-,US,Equity Real Estate Investment,6653.01,3024.62,507.55,-637.69,7.25,1.48,5.07,8.80,57.39,NA,27.06,16.18,16.18,3.19,4.61,7.28,0.46,1.20,5.09,NA,0.96,0.76,0.12,71.74,NA,54.45,NA,396.65,79.87,395.60,78.86,69.63,1.89,3.17,2.06,5.10,4.95
IQV US Equity,31/12/2013,-4FY,NA,US,Life Sciences Tools & Services,3066.80,5099.55,393.37,-236.18,53.22,8.14,25.63,NA,26.22,16.33,11.17,9.07,9.07,4.44,5.24,5.98,1.83,25.91,6.11,NA,1.31,1.15,0.52,59.75,NA,8.99,NA,NA,148.42,NA,147.66,73.43,3.74,4.61,3.90,3.59,2.22
IO US Equity,31/12/2013,-4FY,B,US,Energy Equipment & Services,864.67,549.17,147.59,-158.97,98.47,-29.18,NA,-69.08,30.00,NA,22.08,2.99,2.99,-44.77,-19.34,23.79,0.65,13.65,3.97,6.01,2.38,1.65,0.82,91.91,60.70,25.26,127.35,84.75,45.87,83.12,44.64,49.13,NA,NA,NA,1.82,0.59
IOI MK Equity,31/12/2013,-4FY,BBB,MA,Food Products,23901.70,12198.50,2636.90,-2415.70,-1171.30,8.39,10.48,14.98,18.12,NA,14.63,12.58,12.58,16.15,10.32,4.49,0.52,1.71,10.49,4.32,7.26,1.69,1.28,34.80,84.56,19.84,99.52,52.50,34.42,51.97,33.39,31.70,5.50,6.26,-1.07,4.10,2.40
ISBC US Equity,31/12/2013,-4FY,NA,US,Banks,15623.07,581.64,176.09,-1261.32,1180.76,0.79,2.64,9.33,NA,NA,NA,NA,30.22,23.74,24.61,32.11,0.04,5.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.36,71.62,161.36,45.79,NA,NA,NA,NA,NA,NA
INVEB SS Equity,31/12/2013,-4FY,AA-,SW,Diversified Financial Services,267150.00,62014.00,6716.00,6063.00,-10692.00,18.18,18.80,23.15,NA,NA,NA,NA,70.88,72.83,72.83,9.58,0.25,14.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.57,16.37,19.60,16.35,NA,NA,NA,NA,NA,NA
IOF AU Equity,31/12/2013,-4FY,BBB+,AU,Equity Real Estate Investment,2723.80,175.30,143.50,-170.50,17.10,6.07,6.36,8.11,NA,NA,NA,69.94,69.94,90.53,69.25,9.07,0.07,NA,NA,NA,0.79,NA,0.67,NA,NA,NA,NA,31.03,23.68,31.03,23.68,NA,5.19,NA,NA,NA,NA
IVZ US Equity,31/12/2013,-4FY,A-,US,Capital Markets,19270.50,4644.60,780.20,-239.90,-44.60,5.12,9.45,11.25,NA,NA,27.42,NA,25.51,20.25,17.99,14.90,0.25,13.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.70,15.04,18.93,15.04,NA,NA,NA,NA,1.25,0.20
IVPR3B BZ Equity,31/12/2013,-4FY,BB,BZ,NA,20147.58,2290.01,607.09,-2002.63,2162.08,0.20,1.66,0.89,22.09,NA,18.15,8.52,8.52,1.07,1.07,22.37,0.18,9.67,23.79,118.71,1.01,0.96,0.87,15.38,3.08,24.73,-6.27,87.66,46.71,88.97,45.17,71.66,0.90,1.91,1.47,8.46,4.33
INTU US Equity,31/12/2013,-4FY,BBB+,US,Software,5486.00,4171.00,1366.00,-485.00,-265.00,16.87,24.16,27.35,86.60,NA,35.12,29.56,29.56,20.57,20.43,28.07,0.82,7.60,30.67,NA,1.87,1.40,1.30,11.90,NA,90.11,NA,14.13,12.38,14.13,12.38,12.30,41.10,48.83,42.33,0.34,-0.79
INTRUM SS Equity,31/12/2013,-4FY,NA,SW,Commercial Services & Supplies,10222.00,4566.00,2305.00,-2578.00,265.00,8.74,13.00,26.27,41.68,NA,29.89,26.46,26.46,17.89,17.77,49.52,0.49,46.59,16.16,NA,0.77,0.27,0.14,22.58,NA,19.67,NA,137.27,57.85,120.65,49.61,44.62,8.39,9.48,9.17,3.33,3.09
INLOT GA Equity,31/12/2013,-4FY,B+,GR,"Hotels, Restaurants & Leisure",1114.90,1374.02,129.04,-116.37,-20.20,0.56,4.81,2.03,17.69,NA,12.57,5.82,5.82,0.45,0.45,0.73,1.25,5.45,7.90,24.97,1.02,0.89,0.39,46.33,14.66,43.44,17.54,135.81,57.59,110.60,37.04,34.44,4.48,9.68,3.01,3.02,2.23
ISCA US Equity,31/12/2013,-4FY,BBB,US,"Hotels, Restaurants & Leisure",2017.51,612.64,173.40,-66.29,-12.66,2.29,3.55,3.57,48.02,NA,28.19,12.84,12.84,7.39,9.23,14.34,0.31,0.46,21.59,112.94,2.87,2.42,2.11,16.90,3.23,23.13,-2.99,21.33,17.58,21.11,17.40,32.13,5.17,9.63,4.86,1.59,0.59
IP US Equity,31/12/2013,-4FY,BBB,US,Containers & Packaging,31528.00,23483.00,3028.00,-827.00,-1701.00,4.38,10.45,19.36,30.66,NA,14.42,7.84,7.84,5.94,6.78,7.79,0.74,1.63,6.42,5.86,1.76,1.08,0.35,56.87,62.26,63.24,55.90,112.32,52.90,108.91,49.22,56.95,2.75,4.94,3.19,2.80,2.27
IFF US Equity,31/12/2013,-4FY,BBB+,US,Chemicals,3331.73,2952.90,407.56,-105.41,-221.07,10.75,16.55,26.07,43.49,16.69,20.30,17.49,17.49,11.97,12.46,9.26,0.90,4.40,5.77,3.11,2.95,1.66,0.72,63.28,117.51,46.78,134.01,63.58,38.87,63.75,38.86,39.15,11.04,12.82,9.95,1.56,0.88
ISP IM Equity,31/12/2013,-4FY,BBB,IT,Banks,624179.00,25231.00,-12155.00,24670.00,-11291.00,-0.70,-1.62,-9.67,NA,NA,NA,NA,-9.73,-25.66,12.28,-72.47,0.04,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.07,82.67,310.42,53.14,NA,NA,NA,NA,NA,NA
INXN US Equity,31/12/2013,-4FY,B+,NE,IT Services,819.22,277.12,89.08,-179.11,16.05,4.05,6.88,8.96,59.19,NA,39.39,23.51,23.51,11.41,11.41,-29.93,0.35,0.50,5.87,NA,1.07,0.89,0.51,62.38,NA,NA,NA,76.72,43.41,76.71,43.41,37.78,3.80,6.36,-3.66,2.64,2.01
IPG US Equity,31/12/2013,-4FY,BB+,US,Media,12905.00,7122.30,592.90,-224.50,-1306.40,2.03,7.83,11.74,NA,NA,10.61,8.40,8.40,3.76,4.80,5.90,0.54,13.63,1.57,NA,0.99,0.76,0.20,232.20,NA,NA,NA,66.50,39.94,51.00,27.14,17.36,4.88,6.16,4.75,2.20,0.03
ITWG US Equity,31/12/2013,-4FY,B+,US,Electrical Equipment,359.71,733.94,72.39,-12.19,-62.01,2.85,9.88,27.37,16.24,NA,10.27,7.82,7.82,1.47,3.21,8.09,1.94,7.66,7.60,10.55,2.73,1.70,0.21,48.16,34.70,12.11,70.75,2639.75,96.35,2639.75,96.35,80.41,2.39,3.14,2.59,3.53,3.37
IGT US Equity,31/12/2013,-4FY,NA,US,"Hotels, Restaurants & Leisure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INSW US Equity,31/12/2013,-4FY,NA,US,"Oil, Gas & Consumable Fuels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSTP RU Equity,31/12/2013,-4FY,B,RU,NA,50188.78,4610.20,1229.73,257.48,-8107.12,1.38,5.59,18.34,NA,NA,NA,NA,19.84,27.43,27.43,46.20,0.09,133.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.24,69.72,98.55,29.04,NA,NA,NA,NA,NA,NA
INAP US Equity,31/12/2013,-4FY,B,US,Internet Software & Services,400.71,273.59,43.74,-79.70,34.74,-1.14,0.19,-2.23,40.66,NA,16.31,1.38,1.38,-1.58,-1.07,-11.41,0.72,1.23,14.56,NA,1.30,1.01,0.61,25.13,NA,49.49,NA,73.58,42.39,69.61,40.10,39.46,0.50,5.90,-4.01,3.23,2.59
ICP LN Equity,31/12/2013,-4FY,BBB-,GB,Capital Markets,2899.40,370.40,112.10,-243.20,23.10,4.48,4.81,8.26,NA,NA,55.83,NA,38.50,33.59,40.59,35.78,0.13,72.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.30,42.63,44.07,25.29,NA,NA,3.41,NA,5.62,5.36
IFS PE Equity,31/12/2013,-4FY,NA,PE,Banks,36179.16,3850.83,693.94,-5503.87,6509.70,3.09,10.36,29.47,NA,NA,52.39,NA,32.81,25.19,33.10,19.31,0.12,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.35,62.87,95.47,35.25,NA,NA,3.07,NA,3.12,-0.65
ICE US Equity,31/12/2013,-4FY,A,US,Capital Markets,64422.00,1598.00,735.00,-2523.00,1137.00,0.50,2.71,3.18,NA,NA,59.20,49.44,49.44,15.89,41.75,34.79,0.03,3.10,4.75,NA,1.00,0.04,0.02,76.89,NA,NA,NA,39.82,28.48,31.77,22.09,11.48,14.11,16.89,13.70,5.35,4.25
IHG LN Equity,31/12/2013,-4FY,BBB,GB,"Hotels, Restaurants & Leisure",3067.00,1903.00,619.00,180.00,-860.00,11.75,28.33,NA,58.80,NA,39.41,34.94,34.94,19.55,19.35,24.17,0.60,1.71,5.58,196.00,1.00,0.64,0.28,65.40,1.86,49.82,17.45,NA,105.58,NA,95.77,72.16,11.27,12.71,10.02,1.87,1.52
INTERBC1 PE Equity,31/12/2013,-4FY,BBB,PE,Banks,23539.32,2722.78,3569.73,-1834.40,1173.41,2.62,7.79,26.35,NA,NA,NA,NA,26.03,24.16,24.16,148.02,0.13,6.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.94,71.26,133.92,38.49,NA,NA,NA,NA,NA,NA
IPL CN Equity,31/12/2013,-4FY,BBB+,CA,"Oil, Gas & Consumable Fuels",7657.70,1362.71,468.67,-1554.09,1067.67,-0.87,-2.75,-3.09,56.92,NA,45.19,35.89,35.89,-4.26,-4.06,-108.59,0.20,0.24,6.93,NA,0.15,0.13,0.02,52.64,NA,NA,NA,172.51,63.30,119.78,38.72,39.50,5.32,5.21,-11.27,6.68,6.60
I US Equity,31/12/2013,-4FY,B+,LX,Diversified Telecommunication,16589.67,2603.62,716.89,-134.06,-522.53,-1.51,NA,NA,85.57,NA,74.55,46.26,46.26,-9.82,-0.26,4.46,0.15,0.43,9.93,NA,0.98,0.86,0.43,36.75,NA,NA,NA,NA,106.51,NA,106.34,102.18,NA,NA,NA,7.88,7.75
INTC US Equity,31/12/2013,-4FY,A+,US,Semiconductors & Semiconductor,92358.00,52708.00,20776.00,-18073.00,-5507.00,10.89,14.38,17.58,59.80,NA,38.56,23.32,23.32,18.25,18.06,19.10,0.60,1.77,14.22,4.76,2.36,1.74,1.48,25.60,76.50,52.87,49.23,23.08,18.75,22.60,18.36,22.23,50.37,41.48,19.62,0.66,-0.63
IDTI US Equity,31/12/2013,-4FY,NR,US,Semiconductors & Semiconductor,728.58,484.45,44.07,-65.79,17.63,-2.79,-3.04,-3.23,55.68,18.96,6.86,-1.53,-1.53,-4.16,2.48,3.35,0.67,6.68,7.90,3.35,5.91,4.82,3.99,46.09,108.77,44.20,110.66,0.00,0.00,0.00,0.00,3.30,-5.00,22.47,3.64,0.00,-8.94
ITGR US Equity,31/12/2013,-4FY,NA,US,Health Care Equipment & Suppli,890.70,663.95,56.76,-18.28,-23.29,4.07,6.17,7.09,33.03,NA,14.66,9.24,9.24,5.46,7.70,5.75,0.75,4.48,5.66,3.95,3.08,1.62,0.39,65.55,93.86,37.31,122.10,36.44,26.71,36.44,26.71,28.84,5.45,8.64,6.99,2.03,1.67
IAG AU Equity,31/12/2013,-4FY,A,AU,Insurance,24859.00,9134.00,1790.00,-1481.00,-659.00,3.10,14.88,17.00,NA,NA,NA,NA,18.80,8.50,11.94,19.60,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.48,24.52,33.85,24.52,NA,NA,NA,NA,NA,NA
IBP US Equity,31/12/2013,-4FY,NA,US,Household Durables,191.07,431.93,4.22,-2.51,-1.55,3.43,7.24,NA,25.39,NA,5.67,3.03,3.03,1.40,0.30,0.36,2.46,18.22,8.17,17.68,1.48,0.98,0.06,45.76,21.15,44.34,22.58,76.52,43.35,NA,36.49,32.03,5.79,10.86,9.68,2.04,1.88
1605 JP Equity,31/12/2013,-4FY,A,JN,"Oil, Gas & Consumable Fuels",3616158.00,1216533.00,252346.00,-490289.00,188568.00,5.48,6.55,7.85,64.96,NA,61.83,57.00,57.00,15.04,13.64,5.19,0.36,2.51,11.64,31.14,2.67,2.09,1.84,31.34,11.72,30.42,12.65,17.81,15.12,18.82,14.84,14.66,456.82,495.47,370.86,0.63,-0.39
INVA US Equity,31/12/2013,-4FY,NA,US,Pharmaceuticals,681.26,4.53,-129.60,-219.58,397.84,-32.52,-36.02,-75.17,NA,NA,-454.37,-635.37,-635.37,-3766.57,-675.93,-2920.04,0.01,0.47,45.55,NA,5.72,5.51,5.51,8.01,NA,NA,NA,96.11,49.01,96.11,49.01,43.70,-3.08,-2.20,-2.50,NA,NA
IGY GR Equity,31/12/2013,-4FY,NA,GE,Multi-Utilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INE CN Equity,31/12/2013,-4FY,BBB-,CA,Independent Power and Renewabl,2377.07,198.26,122.29,-132.21,-5.30,2.06,4.41,9.04,NA,NA,75.11,40.23,40.23,24.30,4.45,-4.64,0.08,0.13,5.68,NA,1.18,0.51,0.32,64.31,NA,NA,NA,213.26,68.08,307.33,66.80,67.52,1.22,2.29,0.27,9.54,9.31
COL SM Equity,31/12/2013,-4FY,NA,SP,Equity Real Estate Investment,6519.83,213.11,32.53,250.90,-246.37,-7.94,-6.11,NA,NA,NA,61.79,61.09,61.09,-256.64,-66.25,15.19,0.03,6.34,4.44,NA,0.26,0.03,0.01,82.28,NA,NA,NA,397.99,79.92,NA,35.10,28.11,0.55,0.56,0.56,28.07,27.66
ISAT LN Equity,31/12/2013,-4FY,BB+,GB,Diversified Telecommunication,3753.00,1337.80,562.00,-499.10,86.40,6.06,8.96,19.69,NA,NA,44.81,25.74,25.74,16.23,23.34,9.33,0.37,0.69,7.28,3.25,0.98,0.80,0.50,50.24,112.70,835.09,-672.14,161.77,61.80,157.27,60.02,52.26,7.86,6.91,1.87,3.04,2.48
INGR US Equity,31/12/2013,-4FY,BBB,US,Food Products,5360.00,6328.00,619.00,-274.00,-380.00,7.23,10.71,16.22,17.87,NA,12.75,9.69,9.69,6.26,6.26,5.07,1.16,2.91,9.21,6.68,2.70,1.51,0.70,39.63,54.68,37.61,56.70,73.79,42.46,70.72,40.28,38.94,8.28,10.35,6.53,2.24,1.53
INGS RU Equity,31/12/2013,-4FY,BBB-,RU,Insurance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IMKTA US Equity,31/12/2013,-4FY,BB-,US,Food & Staples Retailing,1669.33,3738.54,145.20,-93.64,-39.40,1.26,5.17,2.68,22.14,NA,5.90,3.36,3.36,0.56,0.94,1.17,2.26,3.10,61.57,8.83,1.73,0.31,0.07,5.91,41.22,20.25,26.89,222.21,68.96,217.59,67.53,60.35,2.12,3.70,2.00,4.14,4.06
IR US Equity,31/12/2013,-4FY,BBB,US,Machinery,17658.10,12350.50,1091.50,-215.40,352.70,3.42,8.23,8.71,29.76,NA,11.65,8.95,8.95,5.01,7.59,6.88,0.68,8.53,6.27,7.51,1.68,1.18,0.57,58.24,48.60,45.79,61.05,49.38,33.06,44.61,29.60,40.31,3.96,5.16,4.29,2.45,1.10
INGA NA Equity,31/12/2013,-4FY,A-,NE,Banks,1081317.00,55932.00,-40093.00,15359.00,17764.00,0.32,1.31,5.96,NA,NA,NA,NA,7.18,21.83,15.14,-249.28,0.05,21.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.75,81.44,202.12,33.35,NA,NA,NA,NA,NA,NA
IENOVA* MM Equity,31/12/2013,-4FY,NA,MX,Gas Utilities,3241.91,677.84,151.20,-576.70,444.30,4.96,6.45,6.98,51.49,NA,37.81,28.79,28.79,21.01,21.56,-32.23,0.24,0.33,14.32,50.17,2.58,1.86,1.61,25.50,7.28,41.18,-8.40,17.04,14.56,17.04,14.56,22.59,54.42,15.63,-6.91,1.54,0.33
INFVP BB Equity,31/12/2013,-4FY,AA,BE,NA,16172.33,1417.55,NA,NA,NA,0.08,NA,0.09,NA,NA,NA,-25.21,-25.21,0.91,0.00,NA,0.09,0.11,12.16,NA,1.63,0.53,0.52,30.10,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA
INFO IN Equity,31/12/2013,-4FY,A-,IN,IT Services,463510.00,403520.00,97030.00,-52760.00,-31860.00,22.25,25.72,25.72,37.35,NA,28.00,25.21,25.21,23.35,23.44,16.40,0.95,6.79,6.22,NA,5.62,4.60,3.47,58.64,NA,1.53,NA,0.00,0.00,0.00,0.00,0.58,NA,NA,NA,0.00,-1.93
IPCC US Equity,31/12/2013,-4FY,BBB,US,Insurance,2317.27,1443.23,143.26,-150.69,-23.54,1.41,4.58,4.97,NA,NA,NA,NA,4.09,2.26,2.03,8.69,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87,29.51,41.87,29.51,NA,NA,NA,NA,NA,NA
IFX GR Equity,31/12/2013,-4FY,NA,GE,Semiconductors & Semiconductor,5905.00,3843.00,601.00,-329.00,-165.00,4.61,7.91,7.40,34.43,NA,20.58,8.46,8.46,7.08,8.10,7.44,0.65,2.31,7.75,4.29,2.27,1.76,1.44,47.11,85.17,84.34,47.94,8.42,7.77,4.66,4.30,9.06,6.37,15.51,9.33,0.40,-2.52
INDUA SS Equity,31/12/2013,-4FY,A-,SW,Diversified Financial Services,78557.00,12840.00,1922.00,1390.00,-2836.00,16.50,16.88,22.55,NA,NA,NA,NA,98.99,94.55,94.55,14.97,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.69,22.89,23.28,17.95,NA,NA,NA,NA,NA,NA
