Order,PID,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice
1516,909101180,190,1,55.0,5687,1,2,2,3,1,2,1,18,1,1,5,2,5,6,1912,2000,2,1,2,2,2,0.0,1,2,2,1,3,2,2,210,1,0,570,780,1,3,2,1,936,780,0,1716,1,0,2,0,6,1,4,9,1,0,0,0,0.0,0,0.0,0.0,0,0,3,0,184,0,0,0,0,0,0,0,0,3,2008,1,1,135900
1517,909131170,70,2,0.0,12155,1,0,1,1,1,2,1,18,1,1,1,2,6,8,1925,1950,2,1,3,3,2,0.0,1,1,4,1,2,2,1,156,1,0,516,672,1,2,2,1,810,672,0,1482,0,0,2,0,4,1,4,7,1,0,0,4,1934.0,2,1.0,400.0,1,1,1,0,0,254,0,0,0,0,0,0,0,3,2008,1,1,140000
1518,909175050,75,1,60.0,8400,1,0,2,3,1,2,2,18,1,1,1,7,5,8,1939,1997,2,1,3,3,2,0.0,1,1,2,1,2,2,6,378,1,0,342,720,1,3,1,1,1052,720,420,2192,0,0,2,1,4,1,2,8,1,1,1,4,1939.0,2,1.0,240.0,1,1,2,262,24,0,0,0,0,0,0,0,0,7,2008,1,1,179500
1519,909175100,50,1,60.0,8400,1,0,2,3,1,2,1,18,1,1,1,3,6,5,1925,1950,2,1,7,8,2,0.0,1,1,2,1,2,2,2,423,1,0,758,1181,1,1,1,1,1390,304,0,1694,0,0,2,0,4,1,1,7,1,1,1,4,1925.0,2,2.0,576.0,1,1,2,342,0,128,0,0,0,0,0,0,0,6,2008,1,1,136500
1520,909177120,30,1,60.0,7290,1,0,2,1,1,1,1,18,1,1,1,1,7,8,1921,1950,2,1,9,7,3,174.0,1,1,4,1,2,2,5,0,1,0,1228,1228,1,3,1,1,1424,0,0,1424,0,0,2,0,2,1,1,7,1,1,1,1,1921.0,2,1.0,312.0,1,1,2,0,0,90,0,0,0,0,0,0,0,4,2008,1,1,168000
1521,909201110,70,2,55.0,8525,1,0,2,3,1,2,1,18,1,1,1,2,5,6,1911,1950,2,1,7,8,2,0.0,1,1,2,1,2,4,5,0,1,0,940,940,1,2,2,2,1024,940,0,1964,0,0,1,1,4,1,1,7,1,0,0,0,0.0,0,0.0,0.0,0,0,3,0,192,0,0,0,0,0,0,0,0,11,2008,1,4,130000
1522,909250040,70,1,51.0,9842,1,0,2,1,1,2,1,18,2,1,1,2,5,6,1921,1998,2,1,7,3,2,0.0,1,1,4,1,3,2,5,0,1,0,612,612,1,3,1,1,990,1611,0,2601,0,0,3,1,4,1,1,8,1,0,0,2,1998.0,3,2.0,621.0,1,1,2,183,0,301,0,0,0,0,0,0,0,5,2008,1,1,189000
1523,909250230,90,1,64.0,7804,1,0,2,1,1,2,1,18,1,1,4,6,6,7,1930,1950,2,1,10,12,2,0.0,1,1,4,1,2,2,3,281,5,679,0,960,1,3,1,1,960,960,0,1920,2,0,2,2,4,2,1,10,1,2,1,4,1930.0,2,2.0,480.0,1,1,2,248,0,121,0,0,0,0,0,0,0,7,2008,1,4,161900
1524,909251080,70,1,66.0,8969,1,0,2,3,1,2,1,21,1,1,1,2,6,6,1926,1950,4,1,3,3,2,0.0,1,1,4,1,2,2,1,379,1,0,265,644,1,3,1,1,672,644,0,1316,1,0,1,0,2,1,1,6,1,1,1,4,2001.0,2,1.0,369.0,1,1,1,0,0,0,0,192,0,0,1,0,0,7,2008,1,1,145000
1525,909251090,70,1,79.0,11526,1,0,1,3,1,2,2,21,1,1,1,7,6,7,1922,1994,2,1,7,8,2,0.0,1,1,4,3,2,2,5,0,1,0,588,588,1,1,1,1,1423,748,384,2555,0,0,2,0,3,1,1,11,4,1,1,4,1993.0,1,2.0,672.0,1,1,2,431,0,0,0,0,0,0,0,0,0,9,2008,1,1,191000
1526,909252110,70,1,63.0,15576,1,0,2,1,1,2,1,21,1,1,1,2,6,7,1915,1976,2,1,3,1,2,0.0,1,1,4,2,2,2,5,0,1,0,840,840,1,3,1,1,840,840,0,1680,0,0,2,0,4,1,1,8,1,0,0,1,1960.0,2,1.0,308.0,1,1,2,0,0,160,0,0,0,0,0,0,0,3,2008,1,1,177000
1527,909252220,50,1,63.0,15564,1,0,2,1,1,2,1,21,1,1,1,3,6,6,1914,1995,2,1,3,7,2,0.0,1,1,4,2,2,2,5,0,1,0,676,676,1,3,1,1,676,588,0,1264,0,0,1,0,3,1,1,6,1,0,0,4,1994.0,2,2.0,400.0,1,1,2,424,0,0,0,0,0,0,0,2,400,1,2008,1,1,147500
1528,909253190,30,1,52.0,6292,1,0,2,3,1,2,1,18,1,1,1,1,6,5,1930,1950,2,1,3,3,2,0.0,1,1,4,2,2,3,2,384,1,0,384,768,1,2,2,1,790,0,0,790,0,0,1,0,2,1,1,4,1,0,0,4,1925.0,2,1.0,160.0,2,1,2,0,141,0,0,0,0,0,0,0,0,4,2008,1,1,91000
1530,909256060,50,1,51.0,10480,1,0,2,1,1,2,1,18,1,1,1,3,6,5,1936,1950,2,1,7,8,2,0.0,1,1,4,1,2,2,5,0,1,0,1064,1064,1,3,1,2,1166,0,473,1639,0,0,1,0,3,1,1,6,6,0,0,4,1936.0,2,1.0,240.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2008,1,1,115000
1531,909275040,70,1,0.0,9650,1,0,1,2,1,1,1,21,1,1,1,2,6,3,1923,1950,1,1,3,1,2,0.0,1,1,4,1,2,2,5,0,1,0,784,784,1,2,1,1,819,784,0,1603,0,0,1,0,4,1,1,7,1,1,1,1,1980.0,2,2.0,599.0,1,1,2,0,217,0,0,0,0,0,0,0,0,6,2008,1,1,138000
1532,909275050,70,1,60.0,7200,1,0,2,2,1,2,2,21,1,1,1,2,7,6,1931,2000,2,1,10,7,2,0.0,1,2,4,2,2,2,5,0,1,0,776,776,1,2,1,1,851,651,0,1502,0,0,1,1,3,1,1,6,1,1,1,1,1931.0,3,1.0,270.0,1,1,1,0,0,112,0,0,0,0,1,0,0,2,2008,1,1,149000
1533,909276170,70,1,74.0,11988,1,0,1,2,1,2,2,21,1,1,1,2,6,7,1934,1995,1,1,10,12,2,0.0,1,1,1,1,2,2,6,326,1,0,389,715,1,1,1,2,849,811,0,1660,0,0,1,1,3,1,1,6,1,1,1,4,1939.0,2,1.0,240.0,1,1,2,0,0,0,0,0,0,0,0,0,0,8,2008,1,1,188700
1534,909277040,50,1,0.0,11700,1,2,1,2,1,2,2,21,1,1,1,3,5,6,1937,1995,2,1,9,7,2,0.0,1,1,1,1,2,2,1,606,1,0,336,942,1,3,1,1,1265,673,0,1938,0,0,2,0,4,1,2,7,3,1,1,4,1937.0,2,1.0,240.0,1,1,2,0,40,0,0,0,0,0,0,0,0,7,2008,1,1,198000
1535,909277070,50,1,0.0,9260,1,2,1,2,1,2,1,21,2,1,1,3,5,4,1938,1950,2,1,3,3,2,0.0,1,1,4,1,2,2,5,0,1,0,884,884,1,2,1,3,932,442,0,1374,0,0,1,0,3,1,1,6,1,0,0,4,1938.0,2,1.0,225.0,1,1,2,64,0,0,0,100,0,0,0,0,0,3,2008,1,1,110000
1538,909282030,50,1,0.0,14100,1,0,1,1,1,2,2,21,1,1,1,3,8,9,1935,1997,2,1,10,12,3,632.0,1,3,1,1,2,3,2,192,1,0,536,728,1,3,1,1,1968,1479,0,3447,0,0,3,1,4,1,2,11,1,2,1,2,1982.0,2,3.0,1014.0,1,1,2,314,12,0,0,0,0,0,2,0,0,5,2008,1,1,381000
1540,909425085,50,1,70.0,12392,1,0,2,3,1,2,1,21,1,1,1,3,7,9,1950,2000,2,1,2,2,2,0.0,1,3,1,1,1,2,4,435,1,0,397,832,1,3,1,1,1218,943,0,2161,1,0,2,1,3,1,2,8,1,2,2,1,1994.0,1,2.0,506.0,1,1,2,0,96,0,0,0,0,0,0,0,0,4,2008,1,1,263400
1542,909428190,20,1,0.0,14778,1,0,1,4,1,3,1,21,3,1,1,1,6,7,1954,2006,1,1,5,6,3,72.0,2,1,1,1,2,2,1,728,1,0,568,1296,1,3,1,1,1640,0,0,1640,1,0,1,0,3,1,2,7,1,1,1,4,1993.0,2,2.0,924.0,1,1,2,108,0,0,216,0,0,0,0,0,0,11,2008,1,1,224000
1544,909451150,160,3,24.0,1950,1,0,2,1,1,2,1,22,1,1,3,2,6,6,1980,1980,2,1,7,8,2,0.0,1,3,1,2,2,2,6,81,4,612,23,716,1,2,1,1,716,840,0,1556,1,0,2,1,3,1,1,6,1,1,2,1,1980.0,1,2.0,452.0,1,1,2,161,0,0,0,0,0,0,3,0,0,7,2008,3,1,151000
1545,910200080,30,3,50.0,7000,1,0,2,1,1,2,1,16,1,1,1,1,6,8,1926,1998,2,1,2,2,2,0.0,1,3,4,1,2,2,2,299,4,40,555,894,1,2,1,1,919,0,0,919,1,0,1,0,2,1,1,5,1,0,0,4,1926.0,2,1.0,195.0,1,1,1,0,0,116,0,0,0,0,1,0,0,7,2008,1,1,126000
1546,910201130,50,3,60.0,6000,1,0,2,1,1,2,1,16,1,1,1,3,6,8,1940,2006,2,1,2,2,2,0.0,1,1,1,4,2,2,5,0,1,0,720,720,1,4,1,1,760,330,0,1090,0,0,1,0,3,1,1,5,1,0,0,4,1940.0,2,1.0,240.0,1,1,2,0,0,0,0,0,0,0,0,0,0,7,2008,1,1,120000
1549,910203020,30,3,71.0,6900,1,0,2,1,1,2,1,16,1,1,1,1,5,6,1940,1955,2,1,2,2,2,0.0,1,1,1,1,2,2,3,403,5,125,212,740,1,3,1,1,778,0,0,778,0,0,1,0,2,1,1,4,1,1,1,4,1966.0,1,1.0,924.0,5,5,2,0,25,0,0,0,0,0,0,0,0,2,2008,1,1,120500
1550,910203090,50,3,58.0,8155,1,0,2,1,1,2,1,16,1,1,1,3,5,7,1930,1950,2,1,3,3,2,0.0,1,1,1,2,2,2,5,0,1,0,780,780,1,4,1,2,780,420,0,1200,0,0,1,0,4,1,1,7,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,96,0,0,0,0,0,0,0,7,2008,1,1,119000
1552,910206110,30,3,60.0,7392,1,0,2,1,1,2,1,16,1,1,1,1,5,7,1930,1995,2,1,3,3,2,0.0,1,1,4,1,2,2,5,0,1,0,520,520,1,2,1,2,912,0,0,912,0,0,1,0,2,1,1,5,1,0,0,4,1934.0,3,1.0,360.0,1,1,2,0,90,0,0,0,0,0,0,0,0,5,2008,1,1,99500
1553,910226040,50,3,75.0,9000,1,0,2,1,1,2,1,16,1,1,1,3,5,5,1958,1958,2,1,9,7,3,162.0,1,1,1,1,2,2,3,330,1,0,821,1151,1,4,1,2,1151,804,0,1955,0,0,2,0,4,1,1,7,1,0,0,1,1958.0,1,1.0,356.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2008,1,1,165500
1554,910251050,20,7,80.0,14584,1,0,2,4,1,2,2,16,1,1,1,1,1,5,1952,1952,2,1,8,2,2,0.0,4,4,5,0,0,0,0,0,0,0,0,0,4,5,2,2,733,0,0,733,0,0,1,0,2,1,4,4,8,0,0,1,1952.0,2,2.0,487.0,2,4,3,0,0,0,0,0,0,0,0,0,0,2,2008,1,4,13100
1555,911102090,70,5,60.0,5280,1,0,2,1,1,1,1,16,2,1,1,2,4,7,1895,1950,2,1,3,3,2,0.0,1,1,6,5,3,2,5,0,1,0,173,173,1,3,2,1,825,536,0,1361,0,0,1,0,2,1,1,6,1,0,0,4,1895.0,2,1.0,185.0,2,1,2,0,123,0,0,0,0,0,0,0,0,7,2008,1,1,89000
1558,911226010,30,5,120.0,18000,2,0,2,4,1,2,1,16,1,1,1,1,3,4,1935,1950,2,1,7,8,2,0.0,4,1,1,1,2,2,5,0,1,0,894,894,1,2,1,1,894,0,0,894,0,0,1,0,2,1,1,6,1,0,0,4,1994.0,3,3.0,1248.0,1,1,2,0,20,0,0,0,0,0,0,2,560,8,2008,6,1,81000
1559,911226030,70,5,60.0,9000,2,0,2,3,1,2,1,16,1,1,1,2,4,6,1920,1950,2,1,7,8,2,0.0,1,1,6,4,3,3,5,0,1,0,592,592,1,3,1,1,432,432,0,864,0,0,1,1,3,1,4,5,3,0,0,4,1920.0,2,1.0,216.0,2,2,3,0,30,160,0,0,0,0,0,0,0,6,2008,1,1,65000
1560,911370410,120,3,64.0,5587,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2008,2008,1,1,4,5,1,186.0,3,1,2,3,2,1,4,1480,1,0,120,1600,1,3,1,1,1652,0,0,1652,1,1,2,0,2,1,2,5,1,1,1,1,2008.0,1,2.0,482.0,1,1,2,162,53,0,153,0,0,0,0,0,0,11,2008,2,2,392500
1561,911370490,120,3,44.0,3843,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2007,2008,1,1,4,5,1,186.0,3,1,2,3,2,1,4,1476,1,0,120,1596,1,3,1,1,1648,0,0,1648,1,1,2,0,2,1,3,5,1,1,1,1,2007.0,1,2.0,525.0,1,1,2,162,53,0,153,0,0,0,0,0,0,8,2008,2,2,294464
1563,911370540,120,3,44.0,3842,1,0,1,2,1,2,2,21,1,1,2,1,8,5,2004,2005,1,1,4,5,1,174.0,2,1,2,3,2,1,4,1373,1,0,221,1594,1,3,1,1,1646,0,0,1646,1,1,2,0,2,1,2,5,1,1,1,1,2004.0,1,2.0,482.0,1,1,2,128,53,0,0,155,0,0,0,0,0,1,2008,1,1,275000
1564,914453045,20,1,0.0,23730,1,0,3,1,1,2,1,23,1,1,1,1,7,5,1996,1997,2,1,7,8,3,668.0,2,1,2,3,2,3,4,700,1,0,1140,1840,1,3,1,1,2032,0,0,2032,1,0,3,0,3,1,2,7,1,0,0,1,1996.0,1,3.0,786.0,1,1,2,0,46,192,0,0,0,0,0,0,0,9,2008,1,1,300000
1565,914465060,20,1,0.0,13265,1,0,1,1,1,3,1,23,1,1,1,1,8,5,2002,2002,1,1,4,5,3,148.0,2,1,2,2,2,2,4,1218,1,0,350,1568,1,3,1,1,1689,0,0,1689,1,0,2,0,3,1,2,7,1,2,1,1,2002.0,3,3.0,857.0,1,1,2,150,59,0,0,0,0,0,0,0,0,7,2008,1,1,271000
1566,914467050,60,1,0.0,11050,1,0,2,1,1,2,1,23,1,1,1,2,7,5,1996,1997,2,1,2,2,2,0.0,1,1,2,2,2,3,5,0,1,0,910,910,1,3,1,1,910,910,0,1820,0,0,2,1,3,1,2,8,1,1,2,1,1996.0,2,3.0,816.0,1,1,2,318,32,0,0,0,0,0,0,0,0,9,2008,1,1,213000
1568,914476010,20,1,75.0,10125,1,0,2,1,1,2,1,23,1,1,1,1,6,6,1977,1977,2,1,6,1,2,0.0,1,1,1,1,2,2,3,641,2,279,276,1196,1,2,1,1,1279,0,0,1279,0,1,2,0,3,1,1,6,1,2,5,4,1980.0,2,2.0,473.0,1,1,2,238,83,0,0,0,0,0,1,0,0,2,2008,1,1,171500
1570,914476450,20,1,74.0,9990,1,0,2,1,1,2,1,23,1,1,1,1,4,5,1991,1991,2,1,5,6,2,0.0,1,1,2,2,2,2,3,1383,1,0,297,1680,1,4,1,1,1689,0,0,1689,1,0,2,0,3,1,1,6,1,1,2,1,1991.0,2,2.0,432.0,1,1,2,428,120,0,0,0,0,0,0,0,0,7,2008,1,1,228500
1572,916226030,120,1,42.0,4084,1,0,1,1,1,2,1,24,1,1,2,1,7,6,1986,1986,2,1,2,2,3,340.0,2,1,1,2,2,4,4,893,1,0,384,1277,1,4,1,1,1501,0,0,1501,1,0,2,0,2,1,2,6,1,1,2,1,1986.0,1,2.0,512.0,1,1,2,240,0,0,0,0,0,0,0,0,0,7,2008,1,1,241500
1573,916325080,20,1,0.0,15498,1,0,1,1,1,1,1,24,1,1,1,1,8,6,1976,1976,1,2,14,6,2,0.0,2,1,1,2,2,4,3,1165,2,400,0,1565,1,2,1,1,2898,0,0,2898,1,0,2,0,2,1,2,10,1,1,1,1,1976.0,1,2.0,665.0,1,1,2,0,72,174,0,0,0,0,0,0,0,5,2008,3,4,287000
1574,916380060,20,1,74.0,11563,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2006,2007,1,1,2,2,1,258.0,2,1,2,3,2,1,4,1036,1,0,482,1518,1,3,1,1,1537,0,0,1537,1,0,2,0,3,1,2,8,1,0,0,1,2007.0,1,3.0,788.0,1,1,2,0,26,0,0,0,0,0,0,0,0,4,2008,1,1,294000
1576,916384100,60,1,107.0,12852,1,0,1,2,1,1,1,24,1,1,1,2,8,5,2007,2007,2,1,2,2,2,0.0,2,1,2,2,2,4,4,770,1,0,150,920,1,3,1,1,920,860,0,1780,1,0,2,1,3,1,2,6,1,1,1,1,2007.0,1,2.0,612.0,1,1,2,0,192,0,0,0,0,0,0,0,0,1,2008,2,2,264966
1577,916386040,80,1,73.0,9802,1,0,2,1,1,2,1,24,1,1,1,5,5,5,2006,2007,2,1,2,2,2,0.0,1,1,2,2,2,2,5,0,1,0,352,352,1,4,1,1,712,730,0,1442,0,0,2,1,3,1,1,6,1,0,0,2,2007.0,1,2.0,400.0,1,1,2,100,0,0,0,0,0,0,0,0,0,4,2008,1,1,172500
1579,916386180,60,1,81.0,12018,1,0,1,2,1,1,1,24,1,1,1,2,7,5,2008,2008,2,1,2,2,1,60.0,2,1,2,2,2,4,5,0,1,0,796,796,1,3,1,1,796,816,0,1612,0,0,2,1,3,1,2,6,1,0,0,1,2008.0,1,3.0,666.0,1,1,2,0,64,0,0,0,0,0,0,0,0,10,2008,2,2,218689
1580,916402015,20,1,75.0,12890,1,0,1,1,1,2,1,24,1,1,1,1,6,5,1989,1989,2,1,3,3,3,128.0,1,1,1,2,2,2,5,0,1,0,1495,1495,1,3,1,1,1495,0,0,1495,0,0,2,0,3,1,1,8,1,1,2,1,1989.0,2,2.0,438.0,1,1,2,252,0,192,0,0,0,0,0,0,0,7,2008,1,1,150000
1582,916402215,20,1,93.0,18265,1,0,2,1,1,1,1,24,1,1,1,1,6,5,1986,1986,2,1,6,6,3,228.0,2,3,1,2,1,4,4,920,5,60,276,1256,1,3,1,1,1256,0,0,1256,0,0,2,0,3,1,2,6,1,1,5,1,1986.0,2,2.0,578.0,1,1,2,282,0,0,0,0,0,0,0,0,0,3,2008,1,1,180000
1583,916403230,80,1,85.0,10200,1,0,2,1,1,2,1,24,1,1,1,5,6,5,1988,1989,2,1,5,6,3,219.0,2,1,1,2,2,4,4,783,1,0,678,1461,1,3,1,1,1509,0,0,1509,1,0,2,0,3,1,2,5,1,1,5,1,1988.0,3,2.0,600.0,1,1,2,224,0,0,0,0,0,0,0,0,0,8,2008,1,4,175000
1584,916455120,20,1,82.0,11202,1,0,1,1,1,2,1,24,1,1,1,1,8,5,2003,2003,1,1,2,2,3,206.0,2,1,2,3,2,4,4,1029,1,0,403,1432,1,3,1,1,1440,0,0,1440,1,0,2,0,3,1,2,7,1,1,2,1,2003.0,1,2.0,467.0,1,1,2,185,95,0,0,0,0,0,0,0,0,6,2008,1,1,232500
1586,916477020,60,1,85.0,12244,1,0,2,1,1,2,1,24,1,1,1,2,8,5,2003,2003,1,1,2,2,1,226.0,2,1,2,2,2,1,4,871,1,0,611,1482,1,3,1,1,1482,780,0,2262,1,0,2,1,4,1,2,10,1,2,1,1,2003.0,1,3.0,749.0,1,1,2,168,0,0,0,0,0,0,0,0,0,8,2008,1,1,305000
1587,921126030,20,1,79.0,11449,1,0,1,2,1,2,1,24,1,1,1,1,8,5,2007,2007,2,1,2,2,2,0.0,2,1,2,2,2,4,4,1011,1,0,873,1884,1,3,1,1,1728,0,0,1728,1,0,2,0,3,1,2,7,1,1,1,1,2007.0,1,2.0,520.0,1,1,2,0,276,0,0,0,0,0,0,0,0,1,2008,1,1,298751
1589,923202005,90,3,97.0,8940,1,0,1,1,1,1,1,23,1,1,4,4,7,5,1997,1998,2,1,2,2,3,200.0,1,3,2,2,1,1,4,1309,1,0,35,1344,1,3,1,1,1344,0,0,1344,2,0,2,0,2,2,1,8,1,0,0,1,1997.0,1,4.0,784.0,1,1,2,0,0,0,0,0,0,0,0,0,0,11,2008,1,5,209200
1592,923203140,120,3,32.0,4500,1,0,2,1,1,4,1,23,1,1,2,1,6,5,1997,1997,1,1,2,2,3,197.0,1,1,2,3,2,2,4,864,1,0,325,1189,1,3,1,1,1189,0,0,1189,1,0,2,0,2,1,1,4,1,0,0,1,1997.0,3,2.0,392.0,1,1,2,0,122,0,0,0,0,0,0,0,0,4,2008,1,1,160500
1593,923204040,85,1,150.0,14137,1,0,2,1,1,1,1,23,1,1,1,4,4,5,1964,1964,2,1,5,6,3,98.0,1,1,1,2,2,4,3,865,2,247,88,1200,1,4,1,1,1200,0,0,1200,1,0,1,0,3,1,1,6,1,0,0,6,1964.0,1,3.0,850.0,1,1,2,0,119,0,0,171,0,0,0,0,0,11,2008,6,1,173000
1594,923225080,120,3,0.0,4224,1,0,2,1,1,2,1,25,1,1,2,1,5,6,1975,1975,2,1,4,5,2,0.0,1,1,2,2,2,2,4,769,1,0,271,1040,1,4,1,1,1040,0,0,1040,0,0,1,0,3,1,1,6,1,0,0,1,1975.0,2,2.0,499.0,1,1,2,0,100,0,0,0,0,0,0,0,0,6,2008,1,1,124000
1595,923225150,160,3,0.0,2665,1,0,2,1,1,2,1,25,1,1,2,2,5,6,1976,1976,2,1,4,5,2,0.0,1,1,2,2,2,3,5,0,1,0,264,264,1,2,1,1,616,688,0,1304,0,0,1,1,3,1,1,4,1,1,1,2,1976.0,1,1.0,336.0,1,1,2,141,24,0,0,0,0,0,0,0,0,6,2008,1,1,115000
1597,923225310,180,3,21.0,1974,1,0,2,1,1,2,1,25,1,1,3,4,4,7,1973,2006,2,1,4,5,2,0.0,1,3,1,2,2,4,4,501,1,0,25,526,1,4,1,1,526,462,0,988,1,0,1,0,2,1,1,5,1,0,0,2,1973.0,3,1.0,297.0,1,1,2,120,101,0,0,0,0,0,0,0,0,6,2008,1,1,105000
1598,923225370,180,3,21.0,1596,1,0,2,1,1,2,1,25,1,1,3,5,4,6,1973,1973,2,1,4,5,2,0.0,1,1,1,2,2,1,4,437,1,0,25,462,1,2,1,1,526,462,0,988,1,0,1,0,1,1,1,4,1,1,3,2,1973.0,3,1.0,297.0,1,1,2,0,101,0,120,0,0,0,2,0,0,7,2008,1,1,94900
1601,923228420,180,3,21.0,1890,1,0,2,1,1,2,1,25,1,1,3,4,4,7,1972,1972,2,1,4,5,2,0.0,1,3,1,2,2,4,3,495,1,0,135,630,1,4,1,1,630,0,0,630,1,0,1,0,1,1,1,3,1,0,0,0,0.0,0,0.0,0.0,0,0,2,88,0,0,0,0,0,0,0,0,0,6,2008,1,1,81000
1603,923252100,20,1,59.0,6490,1,0,2,1,1,2,1,23,1,1,1,1,5,7,1983,1983,2,1,2,2,2,0.0,1,3,1,1,2,2,4,534,1,0,282,816,1,3,1,1,816,0,0,816,0,1,1,0,2,1,1,4,1,0,0,1,1983.0,2,1.0,264.0,1,1,2,315,0,0,0,0,0,0,2,0,0,4,2008,1,1,128500
1604,923275090,20,1,37.0,6951,1,0,1,1,1,3,1,23,1,1,1,1,5,5,1984,1985,2,1,5,1,2,0.0,1,1,1,1,2,2,3,658,1,0,218,876,1,2,1,1,923,0,0,923,1,0,1,0,3,1,1,5,1,0,0,1,1984.0,2,1.0,264.0,1,1,2,362,0,0,0,0,0,0,1,0,0,10,2008,1,1,119500
1608,923400040,50,1,75.0,12508,1,0,1,1,1,2,1,23,1,1,1,3,6,7,1940,1985,2,1,2,2,2,0.0,1,1,1,2,2,3,3,660,1,0,323,983,1,3,1,1,983,767,0,1750,1,0,2,0,4,1,1,7,2,0,0,1,1989.0,2,1.0,423.0,1,1,2,245,0,156,0,0,0,0,0,2,1300,7,2008,1,1,160000
1610,924100020,60,1,0.0,11075,1,0,1,1,1,2,2,23,1,1,1,2,5,4,1969,1969,2,1,5,6,3,232.0,1,1,1,1,2,4,3,562,2,193,29,784,1,3,1,1,1168,800,0,1968,0,1,2,1,4,1,1,7,3,1,3,1,1969.0,3,2.0,530.0,1,1,2,305,189,0,0,0,0,0,1,2,400,9,2008,1,1,172000
1612,526352080,20,1,85.0,10667,1,0,2,1,1,2,1,1,1,1,1,1,6,6,1971,1971,2,1,7,8,3,302.0,1,1,1,1,2,2,1,838,1,0,749,1587,1,2,1,1,1587,0,0,1587,0,0,2,0,3,1,1,7,1,1,1,1,1971.0,2,2.0,525.0,1,1,2,0,44,0,0,0,0,0,0,0,0,3,2007,1,1,167300
1613,526352090,20,1,85.0,10628,1,0,2,1,1,2,1,1,1,1,1,1,7,5,1970,1970,5,3,6,1,2,0.0,1,3,1,1,1,1,4,778,1,0,499,1277,1,2,1,1,1277,0,0,1277,1,0,1,0,2,1,1,5,1,1,3,1,1970.0,2,2.0,526.0,1,1,2,0,0,0,0,176,0,0,2,0,0,4,2007,1,1,167000
1615,526355190,20,1,95.0,15865,1,0,1,1,1,2,2,1,1,1,1,1,8,6,1970,1970,5,3,3,3,2,0.0,2,3,2,1,1,1,3,351,5,823,1043,2217,1,3,1,1,2217,0,0,2217,1,0,2,0,4,1,2,8,1,1,2,1,1970.0,2,2.0,621.0,1,1,2,81,207,0,0,224,0,0,0,0,0,10,2007,1,1,268000
1617,527107040,60,1,0.0,10364,1,0,1,1,1,2,1,2,1,1,1,2,6,5,1995,1996,2,1,7,8,2,0.0,1,1,2,2,2,2,5,0,1,0,806,806,1,4,1,1,806,766,0,1572,0,0,2,1,3,1,1,7,1,1,2,2,1995.0,1,2.0,373.0,1,1,2,0,40,0,0,0,0,0,0,0,0,5,2007,1,1,168000
1618,527110080,60,1,0.0,13869,1,0,3,1,1,1,1,2,1,1,1,2,6,6,1997,1997,2,1,2,2,2,0.0,1,1,2,2,2,4,4,182,1,0,612,794,1,4,1,1,794,676,0,1470,0,1,2,0,3,1,1,6,1,0,0,1,1997.0,1,2.0,388.0,1,1,2,0,75,0,0,0,0,0,0,0,0,7,2007,1,1,177000
1620,527110130,80,1,56.0,8872,1,0,1,2,1,2,1,2,1,1,1,5,6,5,1997,1997,2,1,2,2,2,0.0,1,1,2,2,2,2,5,0,1,0,384,384,1,4,1,1,754,630,0,1384,0,0,2,1,3,1,1,7,1,1,2,2,1997.0,1,2.0,390.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2007,1,1,161500
