"","x"
"2653","Walking"
"2654","Walking"
"2655","Walking"
"2656","Walking"
"2657","Walking"
"2658","Walking"
"2659","Walking"
"2660","WalkingDownstairs"
"2661","WalkingDownstairs"
"2662","WalkingDownstairs"
"2663","WalkingDownstairs"
"2664","WalkingDownstairs"
"2665","WalkingDownstairs"
"2666","WalkingDownstairs"
"2667","WalkingDownstairs"
"2668","WalkingDownstairs"
"2669","WalkingDownstairs"
"2670","WalkingDownstairs"
"2671","WalkingDownstairs"
"2672","WalkingDownstairs"
"2673","WalkingDownstairs"
"2674","WalkingDownstairs"
"2675","WalkingDownstairs"
"2676","WalkingDownstairs"
"2677","WalkingDownstairs"
"2678","WalkingDownstairs"
"2679","WalkingDownstairs"
"2680","WalkingDownstairs"
"2681","WalkingUpstairs"
"2682","WalkingUpstairs"
"2683","WalkingUpstairs"
"2684","WalkingUpstairs"
"2685","WalkingUpstairs"
"2686","WalkingUpstairs"
"2687","WalkingUpstairs"
"2688","WalkingUpstairs"
"2689","WalkingUpstairs"
"2690","WalkingUpstairs"
"2691","WalkingUpstairs"
"2692","WalkingUpstairs"
"2693","WalkingUpstairs"
"2694","WalkingUpstairs"
"2695","WalkingUpstairs"
"2696","WalkingUpstairs"
"2697","WalkingUpstairs"
"2698","WalkingUpstairs"
"2699","WalkingUpstairs"
"2700","WalkingUpstairs"
"2701","WalkingUpstairs"
"2702","WalkingUpstairs"
"2703","WalkingUpstairs"
"2704","WalkingUpstairs"
"2705","Standing"
"2706","Standing"
"2707","Standing"
"2708","Standing"
"2709","Standing"
"2710","Standing"
"2711","Standing"
"2712","Standing"
"2713","Standing"
"2714","Standing"
"2715","Standing"
"2716","Standing"
"2717","Standing"
"2718","Standing"
"2719","Standing"
"2720","Standing"
"2721","Standing"
"2722","Standing"
"2723","Standing"
"2724","Standing"
"2725","Standing"
"2726","Standing"
"2727","Standing"
"2728","Standing"
"2729","Standing"
"2730","Standing"
"2731","Sitting"
"2732","Sitting"
"2733","Sitting"
"2734","Sitting"
"2735","Sitting"
"2736","Sitting"
"2737","Sitting"
"2738","Sitting"
"2739","Sitting"
"2740","Sitting"
"2741","Sitting"
"2742","Sitting"
"2743","Sitting"
"2744","Sitting"
"2745","Sitting"
"2746","Sitting"
"2747","Sitting"
"2748","Sitting"
"2749","Sitting"
"2750","Sitting"
"2751","Sitting"
"2752","Sitting"
"2753","Sitting"
"2754","Sitting"
"2755","Sitting"
"2756","Sitting"
"2757","Sitting"
"2758","Sitting"
"2759","Sitting"
"2760","Sitting"
"2761","Sitting"
"2762","Sitting"
"2763","Laying"
"2764","Laying"
"2765","Laying"
"2766","Laying"
"2767","Laying"
"2768","Laying"
"2769","Laying"
"2770","Laying"
"2771","Laying"
"2772","Laying"
"2773","Laying"
"2774","Laying"
"2775","Laying"
"2776","Laying"
"2777","Laying"
"2778","Laying"
"2779","Laying"
"2780","Laying"
"2781","Laying"
"2782","Laying"
"2783","Laying"
"2784","Laying"
"2785","Laying"
"2786","Laying"
"2787","Laying"
"2788","Laying"
"2789","Laying"
"2790","Laying"
"2791","Laying"
"2792","Laying"
"2793","Laying"
"2794","Laying"
"2795","Laying"
"2796","Laying"
"2797","Laying"
"2798","Laying"
"2799","Laying"
"2800","Laying"
"2801","Walking"
"2802","Walking"
"2803","Walking"
"2804","Walking"
"2805","Walking"
"2806","Walking"
"2807","Walking"
"2808","Walking"
"2809","Walking"
"2810","Walking"
"2811","Walking"
"2812","Walking"
"2813","Walking"
"2814","Walking"
"2815","Walking"
"2816","Walking"
"2817","Walking"
"2818","Walking"
"2819","Walking"
"2820","Walking"
"2821","Walking"
"2822","Walking"
"2823","Walking"
"2824","Walking"
"2825","Walking"
"2826","Walking"
"2827","WalkingDownstairs"
"2828","WalkingDownstairs"
"2829","WalkingDownstairs"
"2830","WalkingDownstairs"
"2831","WalkingDownstairs"
"2832","WalkingDownstairs"
"2833","WalkingDownstairs"
"2834","WalkingDownstairs"
"2835","WalkingDownstairs"
"2836","WalkingDownstairs"
"2837","WalkingDownstairs"
"2838","WalkingDownstairs"
"2839","WalkingDownstairs"
"2840","WalkingDownstairs"
"2841","WalkingDownstairs"
"2842","WalkingDownstairs"
"2843","WalkingDownstairs"
"2844","WalkingDownstairs"
"2845","WalkingDownstairs"
"2846","WalkingDownstairs"
"2847","WalkingDownstairs"
"2848","WalkingUpstairs"
"2849","WalkingUpstairs"
"2850","WalkingUpstairs"
"2851","WalkingUpstairs"
"2852","WalkingUpstairs"
"2853","WalkingUpstairs"
"2854","WalkingUpstairs"
"2855","WalkingUpstairs"
"2856","WalkingUpstairs"
"2857","WalkingUpstairs"
"2858","WalkingUpstairs"
"2859","WalkingUpstairs"
"2860","WalkingUpstairs"
"2861","WalkingUpstairs"
"2862","WalkingUpstairs"
"2863","WalkingUpstairs"
"2864","WalkingUpstairs"
"2865","WalkingUpstairs"
"2866","WalkingUpstairs"
"2867","WalkingUpstairs"
"2868","WalkingUpstairs"
"2869","WalkingUpstairs"
"2870","WalkingUpstairs"
"2871","WalkingUpstairs"
"2872","Standing"
"2873","Standing"
"2874","Standing"
"2875","Standing"
"2876","Standing"
"2877","Standing"
"2878","Standing"
"2879","Standing"
"2880","Standing"
"2881","Standing"
"2882","Standing"
"2883","Standing"
"2884","Standing"
"2885","Standing"
"2886","Standing"
"2887","Standing"
"2888","Standing"
"2889","Standing"
"2890","Standing"
"2891","Standing"
"2892","Standing"
"2893","Standing"
"2894","Standing"
"2895","Standing"
"2896","Standing"
"2897","Standing"
"2898","Standing"
"2899","Standing"
"2900","Standing"
"2901","Standing"
"2902","Standing"
"2903","Standing"
"2904","Standing"
"2905","Standing"
"2906","Standing"
"2907","Standing"
"2908","Sitting"
"2909","Sitting"
"2910","Sitting"
"2911","Sitting"
"2912","Sitting"
"2913","Sitting"
"2914","Sitting"
"2915","Sitting"
"2916","Sitting"
"2917","Sitting"
"2918","Sitting"
"2919","Sitting"
"2920","Sitting"
"2921","Sitting"
"2922","Sitting"
"2923","Sitting"
"2924","Sitting"
"2925","Sitting"
"2926","Sitting"
"2927","Sitting"
"2928","Sitting"
"2929","Sitting"
"2930","Sitting"
"2931","Sitting"
"2932","Sitting"
"2933","Sitting"
"2934","Sitting"
"2935","Sitting"
"2936","Sitting"
"2937","Sitting"
"2938","Sitting"
"2939","Laying"
"2940","Laying"
"2941","Laying"
"2942","Laying"
"2943","Laying"
"2944","Laying"
"2945","Laying"
"2946","Laying"
"2947","Laying"
"2948","Laying"
"2949","Laying"
"2950","Laying"
"2951","Laying"
"2952","Laying"
"2953","Laying"
"2954","Laying"
"2955","Laying"
"2956","Laying"
"2957","Laying"
"2958","Laying"
"2959","Laying"
"2960","Laying"
"2961","Laying"
"2962","Laying"
"2963","Laying"
"2964","Laying"
"2965","Laying"
"2966","Laying"
"2967","Laying"
"2968","Laying"
"2969","Laying"
"2970","Laying"
"2971","Laying"
"2972","Laying"
"2973","Laying"
"2974","Walking"
"2975","Walking"
"2976","Walking"
"2977","Walking"
"2978","Walking"
"2979","Walking"
"2980","Walking"
"2981","Walking"
"2982","Walking"
"2983","Walking"
"2984","Walking"
"2985","Walking"
"2986","Walking"
"2987","Walking"
"2988","Walking"
"2989","Walking"
"2990","Walking"
"2991","Walking"
"2992","Walking"
"2993","Walking"
"2994","Walking"
"2995","Walking"
"2996","Walking"
"2997","Walking"
"2998","Walking"
"2999","Walking"
"3000","WalkingDownstairs"
"3001","WalkingDownstairs"
"3002","WalkingDownstairs"
"3003","WalkingDownstairs"
"3004","WalkingDownstairs"
"3005","WalkingDownstairs"
"3006","WalkingDownstairs"
"3007","WalkingDownstairs"
"3008","WalkingDownstairs"
"3009","WalkingDownstairs"
"3010","WalkingDownstairs"
"3011","WalkingDownstairs"
"3012","WalkingDownstairs"
"3013","WalkingDownstairs"
"3014","WalkingDownstairs"
"3015","WalkingDownstairs"
"3016","WalkingDownstairs"
"3017","WalkingDownstairs"
"3018","WalkingDownstairs"
"3019","WalkingDownstairs"
"3020","WalkingDownstairs"
"3021","WalkingDownstairs"
"3022","WalkingDownstairs"
"3023","WalkingDownstairs"
"3024","WalkingUpstairs"
"3025","WalkingUpstairs"
"3026","WalkingUpstairs"
"3027","WalkingUpstairs"
"3028","WalkingUpstairs"
"3029","WalkingUpstairs"
"3030","WalkingUpstairs"
"3031","WalkingUpstairs"
"3032","WalkingUpstairs"
"3033","WalkingUpstairs"
"3034","WalkingUpstairs"
"3035","WalkingUpstairs"
"3036","WalkingUpstairs"
"3037","WalkingUpstairs"
"3038","WalkingUpstairs"
"3039","WalkingUpstairs"
"3040","WalkingUpstairs"
"3041","WalkingUpstairs"
"3042","WalkingUpstairs"
"3043","WalkingUpstairs"
"3044","WalkingUpstairs"
"3045","WalkingUpstairs"
"3046","WalkingUpstairs"
"3047","WalkingUpstairs"
"3048","WalkingUpstairs"
"3049","WalkingUpstairs"
"3050","WalkingUpstairs"
"3051","Standing"
"3052","Standing"
"3053","Standing"
"3054","Standing"
"3055","Standing"
"3056","Standing"
"3057","Standing"
"3058","Standing"
"3059","Standing"
"3060","Standing"
"3061","Standing"
"3062","Standing"
"3063","Standing"
"3064","Standing"
"3065","Standing"
"3066","Standing"
"3067","Standing"
"3068","Standing"
"3069","Standing"
"3070","Standing"
"3071","Standing"
"3072","Standing"
"3073","Standing"
"3074","Standing"
"3075","Standing"
"3076","Standing"
"3077","Standing"
"3078","Standing"
"3079","Standing"
"3080","Standing"
"3081","Standing"
"3082","Standing"
"3083","Standing"
"3084","Standing"
"3085","Standing"
"3086","Standing"
"3087","Standing"
"3088","Standing"
"3089","Standing"
"3090","Standing"
"3091","Standing"
"3092","Standing"
"3093","Sitting"
"3094","Sitting"
"3095","Sitting"
"3096","Sitting"
"3097","Sitting"
"3098","Sitting"
"3099","Sitting"
"3100","Sitting"
"3101","Sitting"
"3102","Sitting"
"3103","Sitting"
"3104","Sitting"
"3105","Sitting"
"3106","Sitting"
"3107","Sitting"
"3108","Sitting"
"3109","Sitting"
"3110","Sitting"
"3111","Sitting"
"3112","Sitting"
"3113","Sitting"
"3114","Sitting"
"3115","Sitting"
"3116","Sitting"
"3117","Sitting"
"3118","Sitting"
"3119","Sitting"
"3120","Sitting"
"3121","Sitting"
"3122","Sitting"
"3123","Sitting"
"3124","Sitting"
"3125","Sitting"
"3126","Sitting"
"3127","Sitting"
"3128","Sitting"
"3129","Sitting"
"3130","Sitting"
"3131","Laying"
"3132","Laying"
"3133","Laying"
"3134","Laying"
"3135","Laying"
"3136","Laying"
"3137","Laying"
"3138","Laying"
"3139","Laying"
"3140","Laying"
"3141","Laying"
"3142","Laying"
"3143","Laying"
"3144","Laying"
"3145","Laying"
"3146","Laying"
"3147","Laying"
"3148","Laying"
"3149","Laying"
"3150","Laying"
"3151","Laying"
"3152","Laying"
"3153","Laying"
"3154","Laying"
"3155","Laying"
"3156","Laying"
"3157","Laying"
"3158","Laying"
"3159","Laying"
"3160","Laying"
"3161","Laying"
"3162","Laying"
"3163","Laying"
"3164","Laying"
"3165","Laying"
"3166","Walking"
"3167","Walking"
"3168","Walking"
"3169","Walking"
"3170","Walking"
"3171","Walking"
"3172","Walking"
"3173","Walking"
"3174","Walking"
"3175","Walking"
"3176","Walking"
"3177","Walking"
"3178","Walking"
"3179","Walking"
"3180","Walking"
"3181","Walking"
"3182","Walking"
"3183","Walking"
"3184","Walking"
"3185","Walking"
"3186","Walking"
"3187","Walking"
"3188","Walking"
"3189","Walking"
"3190","Walking"
"3191","WalkingDownstairs"
"3192","WalkingDownstairs"
"3193","WalkingDownstairs"
"3194","WalkingDownstairs"
"3195","WalkingDownstairs"
"3196","WalkingDownstairs"
"3197","WalkingDownstairs"
"3198","WalkingDownstairs"
"3199","WalkingDownstairs"
"3200","WalkingDownstairs"
"3201","WalkingDownstairs"
"3202","WalkingDownstairs"
"3203","WalkingDownstairs"
"3204","WalkingDownstairs"
"3205","WalkingDownstairs"
"3206","WalkingDownstairs"
"3207","WalkingDownstairs"
"3208","WalkingDownstairs"
"3209","WalkingDownstairs"
"3210","WalkingDownstairs"
"3211","WalkingDownstairs"
"3212","WalkingDownstairs"
"3213","WalkingDownstairs"
"3214","WalkingUpstairs"
"3215","WalkingUpstairs"
"3216","WalkingUpstairs"
"3217","WalkingUpstairs"
"3218","WalkingUpstairs"
"3219","WalkingUpstairs"
"3220","WalkingUpstairs"
"3221","WalkingUpstairs"
"3222","WalkingUpstairs"
"3223","WalkingUpstairs"
"3224","WalkingUpstairs"
"3225","WalkingUpstairs"
"3226","WalkingUpstairs"
"3227","WalkingUpstairs"
"3228","WalkingUpstairs"
"3229","WalkingUpstairs"
"3230","WalkingUpstairs"
"3231","WalkingUpstairs"
"3232","WalkingUpstairs"
"3233","WalkingUpstairs"
"3234","WalkingUpstairs"
"3235","WalkingUpstairs"
"3236","WalkingUpstairs"
"3237","WalkingUpstairs"
"3238","Standing"
"3239","Standing"
"3240","Standing"
"3241","Standing"
"3242","Standing"
"3243","Standing"
"3244","Standing"
"3245","Standing"
"3246","Standing"
"3247","Standing"
"3248","Standing"
"3249","Standing"
"3250","Standing"
"3251","Standing"
"3252","Standing"
"3253","Standing"
"3254","Standing"
"3255","Standing"
"3256","Standing"
"3257","Standing"
"3258","Standing"
"3259","Standing"
"3260","Standing"
"3261","Standing"
"3262","Standing"
"3263","Standing"
"3264","Standing"
"3265","Standing"
"3266","Standing"
"3267","Standing"
"3268","Standing"
"3269","Standing"
"3270","Standing"
"3271","Standing"
"3272","Standing"
"3273","Standing"
"3274","Standing"
"3275","Standing"
"3276","Standing"
"3277","Standing"
"3278","Standing"
"3279","Standing"
"3280","Standing"
"3281","Sitting"
"3282","Sitting"
"3283","Sitting"
"3284","Sitting"
"3285","Sitting"
"3286","Sitting"
"3287","Sitting"
"3288","Sitting"
"3289","Sitting"
"3290","Sitting"
"3291","Sitting"
"3292","Sitting"
"3293","Sitting"
"3294","Sitting"
"3295","Sitting"
"3296","Sitting"
"3297","Sitting"
"3298","Sitting"
"3299","Sitting"
"3300","Sitting"
"3301","Sitting"
"3302","Sitting"
"3303","Sitting"
"3304","Sitting"
"3305","Sitting"
"3306","Sitting"
"3307","Sitting"
"3308","Sitting"
"3309","Sitting"
"3310","Sitting"
"3311","Sitting"
"3312","Sitting"
"3313","Sitting"
"3314","Laying"
"3315","Laying"
"3316","Laying"
"3317","Laying"
"3318","Laying"
"3319","Laying"
"3320","Laying"
"3321","Laying"
"3322","Laying"
"3323","Laying"
"3324","Laying"
"3325","Laying"
"3326","Laying"
"3327","Laying"
"3328","Laying"
"3329","Laying"
"3330","Laying"
"3331","Laying"
"3332","Laying"
"3333","Laying"
"3334","Laying"
"3335","Laying"
"3336","Laying"
"3337","Laying"
"3338","Laying"
"3339","Laying"
"3340","Laying"
"3341","Laying"
"3342","Laying"
"3343","Laying"
"3344","Laying"
"3345","Laying"
"3346","Laying"
"3347","Laying"
"3348","Laying"
"3349","Walking"
"3350","Walking"
"3351","Walking"
"3352","Walking"
"3353","Walking"
"3354","Walking"
"3355","Walking"
"3356","Walking"
"3357","Walking"
"3358","Walking"
"3359","Walking"
"3360","Walking"
"3361","Walking"
"3362","Walking"
"3363","Walking"
"3364","Walking"
"3365","Walking"
"3366","Walking"
"3367","Walking"
"3368","Walking"
"3369","Walking"
"3370","Walking"
"3371","Walking"
"3372","Walking"
"3373","Walking"
"3374","Walking"
"3375","Walking"
"3376","Walking"
"3377","Walking"
"3378","Walking"
"3379","Walking"
"3380","Walking"
"3381","WalkingDownstairs"
"3382","WalkingDownstairs"
"3383","WalkingDownstairs"
"3384","WalkingDownstairs"
"3385","WalkingDownstairs"
"3386","WalkingDownstairs"
"3387","WalkingDownstairs"
"3388","WalkingDownstairs"
"3389","WalkingUpstairs"
"3390","WalkingUpstairs"
"3391","WalkingUpstairs"
"3392","WalkingUpstairs"
"3393","WalkingUpstairs"
"3394","WalkingUpstairs"
"3395","WalkingUpstairs"
"3396","WalkingUpstairs"
"3397","WalkingDownstairs"
"3398","WalkingDownstairs"
"3399","WalkingDownstairs"
"3400","WalkingDownstairs"
"3401","WalkingDownstairs"
"3402","WalkingDownstairs"
"3403","WalkingDownstairs"
"3404","WalkingDownstairs"
"3405","WalkingUpstairs"
"3406","WalkingUpstairs"
"3407","WalkingUpstairs"
"3408","WalkingUpstairs"
"3409","WalkingUpstairs"
"3410","WalkingUpstairs"
"3411","WalkingUpstairs"
"3412","WalkingUpstairs"
"3413","WalkingDownstairs"
"3414","WalkingDownstairs"
"3415","WalkingDownstairs"
"3416","WalkingDownstairs"
"3417","WalkingDownstairs"
"3418","WalkingDownstairs"
"3419","WalkingDownstairs"
"3420","WalkingUpstairs"
"3421","WalkingUpstairs"
"3422","WalkingUpstairs"
"3423","WalkingUpstairs"
"3424","WalkingUpstairs"
"3425","WalkingUpstairs"
"3426","WalkingUpstairs"
"3427","WalkingUpstairs"
"3428","Standing"
"3429","Standing"
"3430","Standing"
"3431","Standing"
"3432","Standing"
"3433","Standing"
"3434","Standing"
"3435","Standing"
"3436","Standing"
"3437","Standing"
"3438","Standing"
"3439","Standing"
"3440","Standing"
"3441","Standing"
"3442","Standing"
"3443","Standing"
"3444","Standing"
"3445","Standing"
"3446","Standing"
"3447","Standing"
"3448","Standing"
"3449","Standing"
"3450","Standing"
"3451","Standing"
"3452","Standing"
"3453","Standing"
"3454","Standing"
"3455","Standing"
"3456","Standing"
"3457","Standing"
"3458","Standing"
"3459","Standing"
"3460","Standing"
"3461","Standing"
"3462","Standing"
"3463","Sitting"
"3464","Sitting"
"3465","Sitting"
"3466","Sitting"
"3467","Sitting"
"3468","Sitting"
"3469","Sitting"
"3470","Sitting"
"3471","Sitting"
"3472","Sitting"
"3473","Sitting"
"3474","Sitting"
"3475","Sitting"
"3476","Sitting"
"3477","Sitting"
"3478","Sitting"
"3479","Sitting"
"3480","Sitting"
"3481","Sitting"
"3482","Sitting"
"3483","Sitting"
"3484","Sitting"
"3485","Sitting"
"3486","Sitting"
"3487","Sitting"
"3488","Sitting"
"3489","Sitting"
"3490","Sitting"
"3491","Sitting"
"3492","Sitting"
"3493","Sitting"
"3494","Laying"
"3495","Laying"
"3496","Laying"
"3497","Laying"
"3498","Laying"
"3499","Laying"
"3500","Laying"
"3501","Laying"
"3502","Laying"
"3503","Laying"
"3504","Laying"
"3505","Laying"
"3506","Laying"
"3507","Laying"
"3508","Laying"
"3509","Laying"
"3510","Laying"
"3511","Laying"
"3512","Laying"
"3513","Laying"
"3514","Laying"
"3515","Laying"
"3516","Laying"
"3517","Laying"
"3518","Laying"
"3519","Laying"
"3520","Laying"
"3521","Laying"
"3522","Laying"
"3523","Laying"
"3524","Laying"
"3525","Laying"
"3526","Laying"
"3527","Laying"
"3528","Laying"
"3529","Laying"
"3530","Walking"
"3531","Walking"
"3532","Walking"
"3533","Walking"
"3534","Walking"
"3535","Walking"
"3536","Walking"
"3537","Walking"
"3538","Walking"
"3539","Walking"
"3540","Walking"
"3541","Walking"
"3542","Walking"
"3543","Walking"
"3544","Walking"
"3545","Walking"
"3546","Walking"
"3547","Walking"
"3548","Walking"
"3549","Walking"
"3550","Walking"
"3551","Walking"
"3552","Walking"
"3553","Walking"
"3554","Walking"
"3555","Walking"
"3556","Walking"
"3557","Walking"
"3558","Walking"
"3559","WalkingDownstairs"
"3560","WalkingDownstairs"
"3561","WalkingDownstairs"
"3562","WalkingDownstairs"
"3563","WalkingDownstairs"
"3564","WalkingDownstairs"
"3565","WalkingDownstairs"
"3566","WalkingDownstairs"
"3567","WalkingDownstairs"
"3568","WalkingDownstairs"
"3569","WalkingDownstairs"
"3570","WalkingDownstairs"
"3571","WalkingDownstairs"
"3572","WalkingDownstairs"
"3573","WalkingDownstairs"
"3574","WalkingUpstairs"
"3575","WalkingUpstairs"
"3576","WalkingUpstairs"
"3577","WalkingUpstairs"
"3578","WalkingUpstairs"
"3579","WalkingUpstairs"
"3580","WalkingUpstairs"
"3581","WalkingUpstairs"
"3582","WalkingUpstairs"
"3583","WalkingUpstairs"
"3584","WalkingUpstairs"
"3585","WalkingUpstairs"
"3586","WalkingUpstairs"
"3587","WalkingUpstairs"
"3588","WalkingUpstairs"
"3589","WalkingUpstairs"
"3590","WalkingUpstairs"
"3591","WalkingUpstairs"
"3592","WalkingUpstairs"
"3593","WalkingUpstairs"
"3594","WalkingUpstairs"
"3595","WalkingUpstairs"
"3596","WalkingUpstairs"
"3597","WalkingUpstairs"
"3598","WalkingDownstairs"
"3599","WalkingDownstairs"
"3600","WalkingDownstairs"
"3601","WalkingDownstairs"
"3602","WalkingDownstairs"
"3603","WalkingDownstairs"
"3604","WalkingDownstairs"
"3605","WalkingDownstairs"
"3606","Standing"
"3607","Standing"
"3608","Standing"
"3609","Standing"
"3610","Standing"
"3611","Standing"
"3612","Standing"
"3613","Standing"
"3614","Standing"
"3615","Standing"
"3616","Standing"
"3617","Standing"
"3618","Standing"
"3619","Standing"
"3620","Standing"
"3621","Standing"
"3622","Standing"
"3623","Standing"
"3624","Standing"
"3625","Standing"
"3626","Standing"
"3627","Standing"
"3628","Standing"
"3629","Standing"
"3630","Standing"
"3631","Standing"
"3632","Standing"
"3633","Standing"
"3634","Standing"
"3635","Standing"
"3636","Standing"
"3637","Standing"
"3638","Standing"
"3639","Standing"
"3640","Standing"
"3641","Standing"
"3642","Standing"
"3643","Standing"
"3644","Standing"
"3645","Standing"
"3646","Standing"
"3647","Sitting"
"3648","Sitting"
"3649","Sitting"
"3650","Sitting"
"3651","Sitting"
"3652","Sitting"
"3653","Sitting"
"3654","Sitting"
"3655","Sitting"
"3656","Sitting"
"3657","Sitting"
"3658","Sitting"
"3659","Sitting"
"3660","Sitting"
"3661","Sitting"
"3662","Sitting"
"3663","Sitting"
"3664","Sitting"
"3665","Sitting"
"3666","Sitting"
"3667","Sitting"
"3668","Sitting"
"3669","Sitting"
"3670","Sitting"
"3671","Sitting"
"3672","Sitting"
"3673","Sitting"
"3674","Sitting"
"3675","Sitting"
"3676","Sitting"
"3677","Sitting"
"3678","Sitting"
"3679","Sitting"
"3680","Sitting"
"3681","Sitting"
"3682","Sitting"
"3683","Sitting"
"3684","Laying"
"3685","Laying"
"3686","Laying"
"3687","Laying"
"3688","Laying"
"3689","Laying"
"3690","Laying"
"3691","Laying"
"3692","Laying"
"3693","Laying"
"3694","Laying"
"3695","Laying"
"3696","Laying"
"3697","Laying"
"3698","Laying"
"3699","Laying"
"3700","Laying"
"3701","Laying"
"3702","Laying"
"3703","Laying"
"3704","Laying"
"3705","Laying"
"3706","Laying"
"3707","Laying"
"3708","Laying"
"3709","Laying"
"3710","Laying"
"3711","Laying"
"3712","Laying"
"3713","Laying"
"3714","Laying"
"3715","Laying"
"3716","Laying"
"3717","Laying"
"3718","Laying"
"3719","Laying"
"3720","Laying"
"3721","Laying"
"3722","Laying"
"3723","Laying"
"3724","Laying"
"3725","Walking"
"3726","Walking"
"3727","Walking"
"3728","Walking"
"3729","Walking"
"3730","Walking"
"3731","Walking"
"3732","Walking"
"3733","Walking"
"3734","Walking"
"3735","Walking"
"3736","Walking"
"3737","Walking"
"3738","Walking"
"3739","Walking"
"3740","Walking"
"3741","Walking"
"3742","Walking"
"3743","Walking"
"3744","Walking"
"3745","Walking"
"3746","Walking"
"3747","Walking"
"3748","Walking"
"3749","Walking"
"3750","Walking"
"3751","Walking"
"3752","WalkingDownstairs"
"3753","WalkingDownstairs"
"3754","WalkingDownstairs"
"3755","WalkingDownstairs"
"3756","WalkingDownstairs"
"3757","WalkingDownstairs"
"3758","WalkingDownstairs"
"3759","WalkingDownstairs"
"3760","WalkingDownstairs"
"3761","WalkingDownstairs"
"3762","WalkingDownstairs"
"3763","WalkingDownstairs"
"3764","WalkingDownstairs"
"3765","WalkingDownstairs"
"3766","WalkingUpstairs"
"3767","WalkingUpstairs"
"3768","WalkingUpstairs"
"3769","WalkingUpstairs"
"3770","WalkingUpstairs"
"3771","WalkingUpstairs"
"3772","WalkingUpstairs"
"3773","WalkingUpstairs"
"3774","WalkingUpstairs"
"3775","WalkingUpstairs"
"3776","WalkingUpstairs"
"3777","WalkingUpstairs"
"3778","WalkingUpstairs"
"3779","WalkingUpstairs"
"3780","WalkingDownstairs"
"3781","WalkingDownstairs"
"3782","WalkingDownstairs"
"3783","WalkingDownstairs"
"3784","WalkingDownstairs"
"3785","WalkingDownstairs"
"3786","WalkingDownstairs"
"3787","WalkingUpstairs"
"3788","WalkingUpstairs"
"3789","WalkingUpstairs"
"3790","WalkingUpstairs"
"3791","WalkingUpstairs"
"3792","WalkingUpstairs"
"3793","WalkingUpstairs"
"3794","Standing"
"3795","Standing"
"3796","Standing"
"3797","Standing"
"3798","Standing"
"3799","Standing"
"3800","Standing"
"3801","Standing"
"3802","Standing"
"3803","Standing"
"3804","Standing"
"3805","Standing"
"3806","Standing"
"3807","Standing"
"3808","Standing"
"3809","Standing"
"3810","Standing"
"3811","Standing"
"3812","Standing"
"3813","Standing"
"3814","Standing"
"3815","Standing"
"3816","Standing"
"3817","Standing"
"3818","Standing"
"3819","Standing"
"3820","Standing"
"3821","Standing"
"3822","Standing"
"3823","Standing"
"3824","Standing"
"3825","Standing"
"3826","Sitting"
"3827","Sitting"
"3828","Sitting"
"3829","Sitting"
"3830","Sitting"
"3831","Sitting"
"3832","Sitting"
"3833","Sitting"
"3834","Sitting"
"3835","Sitting"
"3836","Sitting"
"3837","Sitting"
"3838","Sitting"
"3839","Sitting"
"3840","Sitting"
"3841","Sitting"
"3842","Sitting"
"3843","Sitting"
"3844","Sitting"
"3845","Sitting"
"3846","Sitting"
"3847","Sitting"
"3848","Sitting"
"3849","Sitting"
"3850","Sitting"
"3851","Sitting"
"3852","Sitting"
"3853","Sitting"
"3854","Sitting"
"3855","Sitting"
"3856","Sitting"
"3857","Sitting"
"3858","Sitting"
"3859","Sitting"
"3860","Sitting"
"3861","Sitting"
"3862","Laying"
"3863","Laying"
"3864","Laying"
"3865","Laying"
"3866","Laying"
"3867","Laying"
"3868","Laying"
"3869","Laying"
"3870","Laying"
"3871","Laying"
"3872","Laying"
"3873","Laying"
"3874","Laying"
"3875","Laying"
"3876","Laying"
"3877","Laying"
"3878","Laying"
"3879","Laying"
"3880","Laying"
"3881","Laying"
"3882","Laying"
"3883","Laying"
"3884","Laying"
"3885","Laying"
"3886","Laying"
"3887","Laying"
"3888","Laying"
"3889","Laying"
"3890","Laying"
"3891","Laying"
"3892","Laying"
"3893","Laying"
"3894","Laying"
"3895","Laying"
"3896","Laying"
"3897","Laying"
"3898","Laying"
"3899","Laying"
"3900","Laying"
"3901","Laying"
"3902","Laying"
"3903","Laying"
"3904","Walking"
"3905","Walking"
"3906","Walking"
"3907","Walking"
"3908","Walking"
"3909","Walking"
"3910","Walking"
"3911","Walking"
"3912","Walking"
"3913","Walking"
"3914","Walking"
"3915","Walking"
"3916","Walking"
"3917","Walking"
"3918","Walking"
"3919","Walking"
"3920","Walking"
"3921","Walking"
"3922","Walking"
"3923","Walking"
"3924","Walking"
"3925","Walking"
"3926","Walking"
"3927","Walking"
"3928","Walking"
"3929","WalkingDownstairs"
"3930","WalkingDownstairs"
"3931","WalkingDownstairs"
"3932","WalkingDownstairs"
"3933","WalkingDownstairs"
"3934","WalkingDownstairs"
"3935","WalkingDownstairs"
"3936","WalkingDownstairs"
"3937","WalkingDownstairs"
"3938","WalkingDownstairs"
"3939","WalkingDownstairs"
"3940","WalkingDownstairs"
"3941","WalkingUpstairs"
"3942","WalkingUpstairs"
"3943","WalkingUpstairs"
"3944","WalkingUpstairs"
"3945","WalkingUpstairs"
"3946","WalkingUpstairs"
"3947","WalkingUpstairs"
"3948","WalkingUpstairs"
"3949","WalkingUpstairs"
